"ID","SPECIES","x","y","dbh"
2390,rm,66.1,81.4,6.3
2391,rm,16.1,106.4,6.3
2392,rm,41.1,106.4,6.3
2393,rm,66.1,106.4,6.3
2394,rm,16.1,131.4,6.3
2395,rm,41.1,131.4,6.3
2396,rm,66.1,131.4,6.3
2397,bg,17.4,85.3,4.8
2398,bg,42.4,85.3,4.8
2399,bg,67.4,85.3,4.8
2400,bg,17.4,110.3,4.8
2401,bg,42.4,110.3,4.8
2402,bg,67.4,110.3,4.8
2403,bg,17.4,135.3,4.8
2404,bg,42.4,135.3,4.8
2405,bg,67.4,135.3,4.8
2406,bg,17.1,87.2,8.1
2407,bg,42.1,87.2,8.1
2408,bg,67.1,87.2,8.1
2409,bg,17.1,112.2,8.1
2410,bg,42.1,112.2,8.1
2411,bg,67.1,112.2,8.1
2412,bg,17.1,137.2,8.1
2413,bg,42.1,137.2,8.1
2414,bg,67.1,137.2,8.1
2415,bg,17.1,87.2,6.9
2416,bg,42.1,87.2,6.9
2417,bg,67.1,87.2,6.9
2418,bg,17.1,112.2,6.9
2419,bg,42.1,112.2,6.9
2420,bg,67.1,112.2,6.9
2421,bg,17.1,137.2,6.9
2422,bg,42.1,137.2,6.9
2423,bg,67.1,137.2,6.9
2424,bg,16.8,89.0,3.7
2425,bg,41.8,89.0,3.7
2426,bg,66.8,89.0,3.7
2427,bg,16.8,114.0,3.7
2428,bg,41.8,114.0,3.7
2429,bg,66.8,114.0,3.7
2430,bg,16.8,139.0,3.7
2431,bg,41.8,139.0,3.7
2432,bg,66.8,139.0,3.7
2433,bg,18.3,87.2,9.9
2434,bg,43.3,87.2,9.9
2435,bg,68.3,87.2,9.9
2436,bg,18.3,112.2,9.9
2437,bg,43.3,112.2,9.9
2438,bg,68.3,112.2,9.9
2439,bg,18.3,137.2,9.9
2440,bg,43.3,137.2,9.9
2441,bg,68.3,137.2,9.9
2442,bg,18.0,87.8,5.0
2443,bg,43.0,87.8,5.0
2444,bg,68.0,87.8,5.0
2445,bg,18.0,112.8,5.0
2446,bg,43.0,112.8,5.0
2447,bg,68.0,112.8,5.0
2448,bg,18.0,137.8,5.0
2449,bg,43.0,137.8,5.0
2450,bg,68.0,137.8,5.0
2451,sm,20.4,87.2,36.9
2452,sm,45.4,87.2,36.9
2453,sm,70.4,87.2,36.9
2454,sm,20.4,112.2,36.9
2455,sm,45.4,112.2,36.9
2456,sm,70.4,112.2,36.9
2457,sm,20.4,137.2,36.9
2458,sm,45.4,137.2,36.9
2459,sm,70.4,137.2,36.9
2460,sa,23.8,84.1,9.7
2461,sa,48.8,84.1,9.7
2462,sa,73.8,84.1,9.7
2463,sa,23.8,109.1,9.7
2464,sa,48.8,109.1,9.7
2465,sa,73.8,109.1,9.7
2466,sa,23.8,134.1,9.7
2467,sa,48.8,134.1,9.7
2468,sa,73.8,134.1,9.7
2469,rm,23.8,84.1,7.1
2470,rm,48.8,84.1,7.1
2471,rm,73.8,84.1,7.1
2472,rm,23.8,109.1,7.1
2473,rm,48.8,109.1,7.1
2474,rm,73.8,109.1,7.1
2475,rm,23.8,134.1,7.1
2476,rm,48.8,134.1,7.1
2477,rm,73.8,134.1,7.1
2478,bb,4.0,84.7,10.2
2479,bb,29.0,84.7,10.2
2480,bb,54.0,84.7,10.2
2481,bb,4.0,109.7,10.2
2482,bb,29.0,109.7,10.2
2483,bb,54.0,109.7,10.2
2484,bb,4.0,134.7,10.2
2485,bb,29.0,134.7,10.2
2486,bb,54.0,134.7,10.2
2487,ws,3.3,85.6,13.7
2488,ws,28.3,85.6,13.7
2489,ws,53.3,85.6,13.7
2490,ws,3.3,110.6,13.7
2491,ws,28.3,110.6,13.7
2492,ws,53.3,110.6,13.7
2493,ws,3.3,135.6,13.7
2494,ws,28.3,135.6,13.7
2495,ws,53.3,135.6,13.7
2496,bb,0.6,85.6,5.3
2497,bb,25.6,85.6,5.3
2498,bb,50.6,85.6,5.3
2499,bb,0.6,110.6,5.3
2500,bb,25.6,110.6,5.3
2501,bb,50.6,110.6,5.3
2502,bb,0.6,135.6,5.3
2503,bb,25.6,135.6,5.3
2504,bb,50.6,135.6,5.3
2505,sm,2.4,89.3,3.1
2506,sm,27.4,89.3,3.1
2507,sm,52.4,89.3,3.1
2508,sm,2.4,114.3,3.1
2509,sm,27.4,114.3,3.1
2510,sm,52.4,114.3,3.1
2511,sm,2.4,139.3,3.1
2512,sm,27.4,139.3,3.1
2513,sm,52.4,139.3,3.1
2514,sm,2.4,89.3,2.2
2515,sm,27.4,89.3,2.2
2516,sm,52.4,89.3,2.2
2517,sm,2.4,114.3,2.2
2518,sm,27.4,114.3,2.2
2519,sm,52.4,114.3,2.2
2520,sm,2.4,139.3,2.2
2521,sm,27.4,139.3,2.2
2522,sm,52.4,139.3,2.2
2523,sm,4.9,89.0,3.7
2524,sm,29.9,89.0,3.7
2525,sm,54.9,89.0,3.7
2526,sm,4.9,114.0,3.7
2527,sm,29.9,114.0,3.7
2528,sm,54.9,114.0,3.7
2529,sm,4.9,139.0,3.7
2530,sm,29.9,139.0,3.7
2531,sm,54.9,139.0,3.7
2532,bb,9.4,85.9,3.0
2533,bb,34.4,85.9,3.0
2534,bb,59.4,85.9,3.0
2535,bb,9.4,110.9,3.0
2536,bb,34.4,110.9,3.0
2537,bb,59.4,110.9,3.0
2538,bb,9.4,135.9,3.0
2539,bb,34.4,135.9,3.0
2540,bb,59.4,135.9,3.0
2541,bb,12.2,87.8,7.1
2542,bb,37.2,87.8,7.1
2543,bb,62.2,87.8,7.1
2544,bb,12.2,112.8,7.1
2545,bb,37.2,112.8,7.1
2546,bb,62.2,112.8,7.1
2547,bb,12.2,137.8,7.1
2548,bb,37.2,137.8,7.1
2549,bb,62.2,137.8,7.1
2550,bb,5.5,91.7,4.9
2551,bb,30.5,91.7,4.9
2552,bb,55.5,91.7,4.9
2553,bb,5.5,116.7,4.9
2554,bb,30.5,116.7,4.9
2555,bb,55.5,116.7,4.9
2556,bb,5.5,141.7,4.9
2557,bb,30.5,141.7,4.9
2558,bb,55.5,141.7,4.9
2559,ws,4.9,93.3,4.7
2560,ws,29.9,93.3,4.7
2561,ws,54.9,93.3,4.7
2562,ws,4.9,118.3,4.7
2563,ws,29.9,118.3,4.7
2564,ws,54.9,118.3,4.7
2565,ws,4.9,143.3,4.7
2566,ws,29.9,143.3,4.7
2567,ws,54.9,143.3,4.7
2568,hh,4.3,94.5,4.5
2569,hh,29.3,94.5,4.5
2570,hh,54.3,94.5,4.5
2571,hh,4.3,119.5,4.5
2572,hh,29.3,119.5,4.5
2573,hh,54.3,119.5,4.5
2574,hh,4.3,144.5,4.5
2575,hh,29.3,144.5,4.5
2576,hh,54.3,144.5,4.5
2577,rm,4.6,95.4,7.7
2578,rm,29.6,95.4,7.7
2579,rm,54.6,95.4,7.7
2580,rm,4.6,120.4,7.7
2581,rm,29.6,120.4,7.7
2582,rm,54.6,120.4,7.7
2583,rm,4.6,145.4,7.7
2584,rm,29.6,145.4,7.7
2585,rm,54.6,145.4,7.7
2586,hh,5.2,95.4,3.4
2587,hh,30.2,95.4,3.4
2588,hh,55.2,95.4,3.4
2589,hh,5.2,120.4,3.4
2590,hh,30.2,120.4,3.4
2591,hh,55.2,120.4,3.4
2592,hh,5.2,145.4,3.4
2593,hh,30.2,145.4,3.4
2594,hh,55.2,145.4,3.4
2595,sm,5.2,94.2,2.6
2596,sm,30.2,94.2,2.6
2597,sm,55.2,94.2,2.6
2598,sm,5.2,119.2,2.6
2599,sm,30.2,119.2,2.6
2600,sm,55.2,119.2,2.6
2601,sm,5.2,144.2,2.6
2602,sm,30.2,144.2,2.6
2603,sm,55.2,144.2,2.6
2604,bb,10.1,93.9,11.0
2605,bb,35.1,93.9,11.0
2606,bb,60.1,93.9,11.0
2607,bb,10.1,118.9,11.0
2608,bb,35.1,118.9,11.0
2609,bb,60.1,118.9,11.0
2610,bb,10.1,143.9,11.0
2611,bb,35.1,143.9,11.0
2612,bb,60.1,143.9,11.0
2613,bb,10.4,93.9,9.8
2614,bb,35.4,93.9,9.8
2615,bb,60.4,93.9,9.8
2616,bb,10.4,118.9,9.8
2617,bb,35.4,118.9,9.8
2618,bb,60.4,118.9,9.8
2619,bb,10.4,143.9,9.8
2620,bb,35.4,143.9,9.8
2621,bb,60.4,143.9,9.8
2622,bb,10.7,93.9,2.7
2623,bb,35.7,93.9,2.7
2624,bb,60.7,93.9,2.7
2625,bb,10.7,118.9,2.7
2626,bb,35.7,118.9,2.7
2627,bb,60.7,118.9,2.7
2628,bb,10.7,143.9,2.7
2629,bb,35.7,143.9,2.7
2630,bb,60.7,143.9,2.7
2631,bb,10.7,96.0,3.2
2632,bb,35.7,96.0,3.2
2633,bb,60.7,96.0,3.2
2634,bb,10.7,121.0,3.2
2635,bb,35.7,121.0,3.2
2636,bb,60.7,121.0,3.2
2637,bb,10.7,146.0,3.2
2638,bb,35.7,146.0,3.2
2639,bb,60.7,146.0,3.2
2640,bb,10.7,96.0,15.8
2641,bb,35.7,96.0,15.8
2642,bb,60.7,96.0,15.8
2643,bb,10.7,121.0,15.8
2644,bb,35.7,121.0,15.8
2645,bb,60.7,121.0,15.8
2646,bb,10.7,146.0,15.8
2647,bb,35.7,146.0,15.8
2648,bb,60.7,146.0,15.8
2649,sb,11.6,97.5,7.4
2650,sb,36.6,97.5,7.4
2651,sb,61.6,97.5,7.4
2652,sb,11.6,122.5,7.4
2653,sb,36.6,122.5,7.4
2654,sb,61.6,122.5,7.4
2655,sb,11.6,147.5,7.4
2656,sb,36.6,147.5,7.4
2657,sb,61.6,147.5,7.4
2658,sm,13.7,100.0,5.1
2659,sm,38.7,100.0,5.1
2660,sm,63.7,100.0,5.1
2661,sm,13.7,125.0,5.1
2662,sm,38.7,125.0,5.1
2663,sm,63.7,125.0,5.1
2664,sm,13.7,150.0,5.1
2665,sm,38.7,150.0,5.1
2666,sm,63.7,150.0,5.1
2667,bb,14.3,99.7,2.9
2668,bb,39.3,99.7,2.9
2669,bb,64.3,99.7,2.9
2670,bb,14.3,124.7,2.9
2671,bb,39.3,124.7,2.9
2672,bb,64.3,124.7,2.9
2673,bb,14.3,149.7,2.9
2674,bb,39.3,149.7,2.9
2675,bb,64.3,149.7,2.9
2676,bb,14.3,99.7,8.7
2677,bb,39.3,99.7,8.7
2678,bb,64.3,99.7,8.7
2679,bb,14.3,124.7,8.7
2680,bb,39.3,124.7,8.7
2681,bb,64.3,124.7,8.7
2682,bb,14.3,149.7,8.7
2683,bb,39.3,149.7,8.7
2684,bb,64.3,149.7,8.7
2685,bb,10.4,96.0,8.0
2686,bb,35.4,96.0,8.0
2687,bb,60.4,96.0,8.0
2688,bb,10.4,121.0,8.0
2689,bb,35.4,121.0,8.0
2690,bb,60.4,121.0,8.0
2691,bb,10.4,146.0,8.0
2692,bb,35.4,146.0,8.0
2693,bb,60.4,146.0,8.0
2694,sm,7.6,98.7,4.7
2695,sm,32.6,98.7,4.7
2696,sm,57.6,98.7,4.7
2697,sm,7.6,123.7,4.7
2698,sm,32.6,123.7,4.7
2699,sm,57.6,123.7,4.7
2700,sm,7.6,148.7,4.7
2701,sm,32.6,148.7,4.7
2702,sm,57.6,148.7,4.7
2703,hh,3.0,97.8,7.0
2704,hh,28.0,97.8,7.0
2705,hh,53.0,97.8,7.0
2706,hh,3.0,122.8,7.0
2707,hh,28.0,122.8,7.0
2708,hh,53.0,122.8,7.0
2709,hh,3.0,147.8,7.0
2710,hh,28.0,147.8,7.0
2711,hh,53.0,147.8,7.0
2712,hh,3.0,97.8,4.2
2713,hh,28.0,97.8,4.2
2714,hh,53.0,97.8,4.2
2715,hh,3.0,122.8,4.2
2716,hh,28.0,122.8,4.2
2717,hh,53.0,122.8,4.2
2718,hh,3.0,147.8,4.2
2719,hh,28.0,147.8,4.2
2720,hh,53.0,147.8,4.2
2721,sm,21.6,99.1,3.3
2722,sm,46.6,99.1,3.3
2723,sm,71.6,99.1,3.3
2724,sm,21.6,124.1,3.3
2725,sm,46.6,124.1,3.3
2726,sm,71.6,124.1,3.3
2727,sm,21.6,149.1,3.3
2728,sm,46.6,149.1,3.3
2729,sm,71.6,149.1,3.3
2730,sm,21.6,99.1,2.8
2731,sm,46.6,99.1,2.8
2732,sm,71.6,99.1,2.8
2733,sm,21.6,124.1,2.8
2734,sm,46.6,124.1,2.8
2735,sm,71.6,124.1,2.8
2736,sm,21.6,149.1,2.8
2737,sm,46.6,149.1,2.8
2738,sm,71.6,149.1,2.8
2739,sm,21.6,99.1,6.4
2740,sm,46.6,99.1,6.4
2741,sm,71.6,99.1,6.4
2742,sm,21.6,124.1,6.4
2743,sm,46.6,124.1,6.4
2744,sm,71.6,124.1,6.4
2745,sm,21.6,149.1,6.4
2746,sm,46.6,149.1,6.4
2747,sm,71.6,149.1,6.4
2748,bg,23.8,98.7,3.3
2749,bg,48.8,98.7,3.3
2750,bg,73.8,98.7,3.3
2751,bg,23.8,123.7,3.3
2752,bg,48.8,123.7,3.3
2753,bg,73.8,123.7,3.3
2754,bg,23.8,148.7,3.3
2755,bg,48.8,148.7,3.3
2756,bg,73.8,148.7,3.3
2757,bb,23.2,98.1,13.7
2758,bb,48.2,98.1,13.7
2759,bb,73.2,98.1,13.7
2760,bb,23.2,123.1,13.7
2761,bb,48.2,123.1,13.7
2762,bb,73.2,123.1,13.7
2763,bb,23.2,148.1,13.7
2764,bb,48.2,148.1,13.7
2765,bb,73.2,148.1,13.7
2766,bg,23.5,92.7,7.0
2767,bg,48.5,92.7,7.0
2768,bg,73.5,92.7,7.0
2769,bg,23.5,117.7,7.0
2770,bg,48.5,117.7,7.0
2771,bg,73.5,117.7,7.0
2772,bg,23.5,142.7,7.0
2773,bg,48.5,142.7,7.0
2774,bg,73.5,142.7,7.0
2775,bg,23.5,92.7,10.5
2776,bg,48.5,92.7,10.5
2777,bg,73.5,92.7,10.5
2778,bg,23.5,117.7,10.5
2779,bg,48.5,117.7,10.5
2780,bg,73.5,117.7,10.5
2781,bg,23.5,142.7,10.5
2782,bg,48.5,142.7,10.5
2783,bg,73.5,142.7,10.5
2784,bg,23.5,92.7,5.0
2785,bg,48.5,92.7,5.0
2786,bg,73.5,92.7,5.0
2787,bg,23.5,117.7,5.0
2788,bg,48.5,117.7,5.0
2789,bg,73.5,117.7,5.0
2790,bg,23.5,142.7,5.0
2791,bg,48.5,142.7,5.0
2792,bg,73.5,142.7,5.0
2793,bb,19.2,98.7,1.9
2794,bb,44.2,98.7,1.9
2795,bb,69.2,98.7,1.9
2796,bb,19.2,123.7,1.9
2797,bb,44.2,123.7,1.9
2798,bb,69.2,123.7,1.9
2799,bb,19.2,148.7,1.9
2800,bb,44.2,148.7,1.9
2801,bb,69.2,148.7,1.9
2802,bg,14.6,99.1,2.4
2803,bg,39.6,99.1,2.4
2804,bg,64.6,99.1,2.4
2805,bg,14.6,124.1,2.4
2806,bg,39.6,124.1,2.4
2807,bg,64.6,124.1,2.4
2808,bg,14.6,149.1,2.4
2809,bg,39.6,149.1,2.4
2810,bg,64.6,149.1,2.4
2811,bg,23.2,88.7,3.6
2812,bg,48.2,88.7,3.6
2813,bg,73.2,88.7,3.6
2814,bg,23.2,113.7,3.6
2815,bg,48.2,113.7,3.6
2816,bg,73.2,113.7,3.6
2817,bg,23.2,138.7,3.6
2818,bg,48.2,138.7,3.6
2819,bg,73.2,138.7,3.6
2820,bg,23.2,88.7,6.7
2821,bg,48.2,88.7,6.7
2822,bg,73.2,88.7,6.7
2823,bg,23.2,113.7,6.7
2824,bg,48.2,113.7,6.7
2825,bg,73.2,113.7,6.7
2826,bg,23.2,138.7,6.7
2827,bg,48.2,138.7,6.7
2828,bg,73.2,138.7,6.7
2829,bg,21.0,88.7,9.9
2830,bg,46.0,88.7,9.9
2831,bg,71.0,88.7,9.9
2832,bg,21.0,113.7,9.9
2833,bg,46.0,113.7,9.9
2834,bg,71.0,113.7,9.9
2835,bg,21.0,138.7,9.9
2836,bg,46.0,138.7,9.9
2837,bg,71.0,138.7,9.9
2838,bg,21.0,88.7,6.8
2839,bg,46.0,88.7,6.8
2840,bg,71.0,88.7,6.8
2841,bg,21.0,113.7,6.8
2842,bg,46.0,113.7,6.8
2843,bg,71.0,113.7,6.8
2844,bg,21.0,138.7,6.8
2845,bg,46.0,138.7,6.8
2846,bg,71.0,138.7,6.8
2847,ba,23.5,90.8,3.2
2848,ba,48.5,90.8,3.2
2849,ba,73.5,90.8,3.2
2850,ba,23.5,115.8,3.2
2851,ba,48.5,115.8,3.2
2852,ba,73.5,115.8,3.2
2853,ba,23.5,140.8,3.2
2854,ba,48.5,140.8,3.2
2855,ba,73.5,140.8,3.2
2856,sm,14.6,85.9,16.6
2857,sm,39.6,85.9,16.6
2858,sm,64.6,85.9,16.6
2859,sm,14.6,110.9,16.6
2860,sm,39.6,110.9,16.6
2861,sm,64.6,110.9,16.6
2862,sm,14.6,135.9,16.6
2863,sm,39.6,135.9,16.6
2864,sm,64.6,135.9,16.6
2865,bg,12.8,86.3,5.6
2866,bg,37.8,86.3,5.6
2867,bg,62.8,86.3,5.6
2868,bg,12.8,111.3,5.6
2869,bg,37.8,111.3,5.6
2870,bg,62.8,111.3,5.6
2871,bg,12.8,136.3,5.6
2872,bg,37.8,136.3,5.6
2873,bg,62.8,136.3,5.6
2874,bb,80.2,100.0,8.0
2875,bb,105.2,100.0,8.0
2876,bb,130.2,100.0,8.0
2877,bb,80.2,125.0,8.0
2878,bb,105.2,125.0,8.0
2879,bb,130.2,125.0,8.0
2880,bb,80.2,150.0,8.0
2881,bb,105.2,150.0,8.0
2882,bb,130.2,150.0,8.0
2883,ws,78.9,97.7,5.0
2884,ws,103.9,97.7,5.0
2885,ws,128.9,97.7,5.0
2886,ws,78.9,122.7,5.0
2887,ws,103.9,122.7,5.0
2888,ws,128.9,122.7,5.0
2889,ws,78.9,147.7,5.0
2890,ws,103.9,147.7,5.0
2891,ws,128.9,147.7,5.0
2892,ph,77.7,95.2,2.7
2893,ph,102.7,95.2,2.7
2894,ph,127.7,95.2,2.7
2895,ph,77.7,120.2,2.7
2896,ph,102.7,120.2,2.7
2897,ph,127.7,120.2,2.7
2898,ph,77.7,145.2,2.7
2899,ph,102.7,145.2,2.7
2900,ph,127.7,145.2,2.7
2901,rm,93.9,77.4,8.4
2902,rm,118.9,77.4,8.4
2903,rm,143.9,77.4,8.4
2904,rm,93.9,102.4,8.4
2905,rm,118.9,102.4,8.4
2906,rm,143.9,102.4,8.4
2907,rm,93.9,127.4,8.4
2908,rm,118.9,127.4,8.4
2909,rm,143.9,127.4,8.4
2910,rm,93.9,77.4,7.6
2911,rm,118.9,77.4,7.6
2912,rm,143.9,77.4,7.6
2913,rm,93.9,102.4,7.6
2914,rm,118.9,102.4,7.6
2915,rm,143.9,102.4,7.6
2916,rm,93.9,127.4,7.6
2917,rm,118.9,127.4,7.6
2918,rm,143.9,127.4,7.6
2919,rm,93.9,77.4,9.6
2920,rm,118.9,77.4,9.6
2921,rm,143.9,77.4,9.6
2922,rm,93.9,102.4,9.6
2923,rm,118.9,102.4,9.6
2924,rm,143.9,102.4,9.6
2925,rm,93.9,127.4,9.6
2926,rm,118.9,127.4,9.6
2927,rm,143.9,127.4,9.6
2928,bg,77.9,90.7,8.5
2929,bg,102.9,90.7,8.5
2930,bg,127.9,90.7,8.5
2931,bg,77.9,115.7,8.5
2932,bg,102.9,115.7,8.5
2933,bg,127.9,115.7,8.5
2934,bg,77.9,140.7,8.5
2935,bg,102.9,140.7,8.5
2936,bg,127.9,140.7,8.5
2937,bg,79.1,90.8,8.8
2938,bg,104.1,90.8,8.8
2939,bg,129.1,90.8,8.8
2940,bg,79.1,115.8,8.8
2941,bg,104.1,115.8,8.8
2942,bg,129.1,115.8,8.8
2943,bg,79.1,140.8,8.8
2944,bg,104.1,140.8,8.8
2945,bg,129.1,140.8,8.8
2946,bg,77.1,89.5,5.9
2947,bg,102.1,89.5,5.9
2948,bg,127.1,89.5,5.9
2949,bg,77.1,114.5,5.9
2950,bg,102.1,114.5,5.9
2951,bg,127.1,114.5,5.9
2952,bg,77.1,139.5,5.9
2953,bg,102.1,139.5,5.9
2954,bg,127.1,139.5,5.9
2955,bg,76.5,92.3,2.4
2956,bg,101.5,92.3,2.4
2957,bg,126.5,92.3,2.4
2958,bg,76.5,117.3,2.4
2959,bg,101.5,117.3,2.4
2960,bg,126.5,117.3,2.4
2961,bg,76.5,142.3,2.4
2962,bg,101.5,142.3,2.4
2963,bg,126.5,142.3,2.4
2964,bg,77.7,88.4,8.0
2965,bg,102.7,88.4,8.0
2966,bg,127.7,88.4,8.0
2967,bg,77.7,113.4,8.0
2968,bg,102.7,113.4,8.0
2969,bg,127.7,113.4,8.0
2970,bg,77.7,138.4,8.0
2971,bg,102.7,138.4,8.0
2972,bg,127.7,138.4,8.0
2973,bg,79.1,86.3,8.5
2974,bg,104.1,86.3,8.5
2975,bg,129.1,86.3,8.5
2976,bg,79.1,111.3,8.5
2977,bg,104.1,111.3,8.5
2978,bg,129.1,111.3,8.5
2979,bg,79.1,136.3,8.5
2980,bg,104.1,136.3,8.5
2981,bg,129.1,136.3,8.5
2982,bg,81.1,86.1,4.1
2983,bg,106.1,86.1,4.1
2984,bg,131.1,86.1,4.1
2985,bg,81.1,111.1,4.1
2986,bg,106.1,111.1,4.1
2987,bg,131.1,111.1,4.1
2988,bg,81.1,136.1,4.1
2989,bg,106.1,136.1,4.1
2990,bg,131.1,136.1,4.1
2991,bg,81.4,89.0,6.2
2992,bg,106.4,89.0,6.2
2993,bg,131.4,89.0,6.2
2994,bg,81.4,114.0,6.2
2995,bg,106.4,114.0,6.2
2996,bg,131.4,114.0,6.2
2997,bg,81.4,139.0,6.2
2998,bg,106.4,139.0,6.2
2999,bg,131.4,139.0,6.2
3000,bg,81.7,90.4,4.4
3001,bg,106.7,90.4,4.4
3002,bg,131.7,90.4,4.4
3003,bg,81.7,115.4,4.4
3004,bg,106.7,115.4,4.4
3005,bg,131.7,115.4,4.4
3006,bg,81.7,140.4,4.4
3007,bg,106.7,140.4,4.4
3008,bg,131.7,140.4,4.4
3009,bg,81.7,90.4,14.0
3010,bg,106.7,90.4,14.0
3011,bg,131.7,90.4,14.0
3012,bg,81.7,115.4,14.0
3013,bg,106.7,115.4,14.0
3014,bg,131.7,115.4,14.0
3015,bg,81.7,140.4,14.0
3016,bg,106.7,140.4,14.0
3017,bg,131.7,140.4,14.0
3018,bg,80.9,92.2,3.0
3019,bg,105.9,92.2,3.0
3020,bg,130.9,92.2,3.0
3021,bg,80.9,117.2,3.0
3022,bg,105.9,117.2,3.0
3023,bg,130.9,117.2,3.0
3024,bg,80.9,142.2,3.0
3025,bg,105.9,142.2,3.0
3026,bg,130.9,142.2,3.0
3027,bg,81.8,93.4,6.9
3028,bg,106.8,93.4,6.9
3029,bg,131.8,93.4,6.9
3030,bg,81.8,118.4,6.9
3031,bg,106.8,118.4,6.9
3032,bg,131.8,118.4,6.9
3033,bg,81.8,143.4,6.9
3034,bg,106.8,143.4,6.9
3035,bg,131.8,143.4,6.9
3036,bg,78.9,94.9,2.7
3037,bg,103.9,94.9,2.7
3038,bg,128.9,94.9,2.7
3039,bg,78.9,119.9,2.7
3040,bg,103.9,119.9,2.7
3041,bg,128.9,119.9,2.7
3042,bg,78.9,144.9,2.7
3043,bg,103.9,144.9,2.7
3044,bg,128.9,144.9,2.7
3045,bb,82.6,96.6,4.7
3046,bb,107.6,96.6,4.7
3047,bb,132.6,96.6,4.7
3048,bb,82.6,121.6,4.7
3049,bb,107.6,121.6,4.7
3050,bb,132.6,121.6,4.7
3051,bb,82.6,146.6,4.7
3052,bb,107.6,146.6,4.7
3053,bb,132.6,146.6,4.7
3054,sm,83.5,95.4,29.0
3055,sm,108.5,95.4,29.0
3056,sm,133.5,95.4,29.0
3057,sm,83.5,120.4,29.0
3058,sm,108.5,120.4,29.0
3059,sm,133.5,120.4,29.0
3060,sm,83.5,145.4,29.0
3061,sm,108.5,145.4,29.0
3062,sm,133.5,145.4,29.0
3063,bg,84.1,90.8,4.4
3064,bg,109.1,90.8,4.4
3065,bg,134.1,90.8,4.4
3066,bg,84.1,115.8,4.4
3067,bg,109.1,115.8,4.4
3068,bg,134.1,115.8,4.4
3069,bg,84.1,140.8,4.4
3070,bg,109.1,140.8,4.4
3071,bg,134.1,140.8,4.4
3072,sm,85.3,91.7,11.6
3073,sm,110.3,91.7,11.6
3074,sm,135.3,91.7,11.6
3075,sm,85.3,116.7,11.6
3076,sm,110.3,116.7,11.6
3077,sm,135.3,116.7,11.6
3078,sm,85.3,141.7,11.6
3079,sm,110.3,141.7,11.6
3080,sm,135.3,141.7,11.6
3081,sm,88.2,93.3,3.5
3082,sm,113.2,93.3,3.5
3083,sm,138.2,93.3,3.5
3084,sm,88.2,118.3,3.5
3085,sm,113.2,118.3,3.5
3086,sm,138.2,118.3,3.5
3087,sm,88.2,143.3,3.5
3088,sm,113.2,143.3,3.5
3089,sm,138.2,143.3,3.5
3090,sm,88.7,87.9,6.7
3091,sm,113.7,87.9,6.7
3092,sm,138.7,87.9,6.7
3093,sm,88.7,112.9,6.7
3094,sm,113.7,112.9,6.7
3095,sm,138.7,112.9,6.7
3096,sm,88.7,137.9,6.7
3097,sm,113.7,137.9,6.7
3098,sm,138.7,137.9,6.7
3099,rm,89.3,84.1,8.1
3100,rm,114.3,84.1,8.1
3101,rm,139.3,84.1,8.1
3102,rm,89.3,109.1,8.1
3103,rm,114.3,109.1,8.1
3104,rm,139.3,109.1,8.1
3105,rm,89.3,134.1,8.1
3106,rm,114.3,134.1,8.1
3107,rm,139.3,134.1,8.1
3108,rm,89.3,83.8,5.6
3109,rm,114.3,83.8,5.6
3110,rm,139.3,83.8,5.6
3111,rm,89.3,108.8,5.6
3112,rm,114.3,108.8,5.6
3113,rm,139.3,108.8,5.6
3114,rm,89.3,133.8,5.6
3115,rm,114.3,133.8,5.6
3116,rm,139.3,133.8,5.6
3117,bg,87.5,84.4,3.2
3118,bg,112.5,84.4,3.2
3119,bg,137.5,84.4,3.2
3120,bg,87.5,109.4,3.2
3121,bg,112.5,109.4,3.2
3122,bg,137.5,109.4,3.2
3123,bg,87.5,134.4,3.2
3124,bg,112.5,134.4,3.2
3125,bg,137.5,134.4,3.2
3126,bg,87.0,85.0,3.2
3127,bg,112.0,85.0,3.2
3128,bg,137.0,85.0,3.2
3129,bg,87.0,110.0,3.2
3130,bg,112.0,110.0,3.2
3131,bg,137.0,110.0,3.2
3132,bg,87.0,135.0,3.2
3133,bg,112.0,135.0,3.2
3134,bg,137.0,135.0,3.2
3135,sm,84.4,86.1,8.4
3136,sm,109.4,86.1,8.4
3137,sm,134.4,86.1,8.4
3138,sm,84.4,111.1,8.4
3139,sm,109.4,111.1,8.4
3140,sm,134.4,111.1,8.4
3141,sm,84.4,136.1,8.4
3142,sm,109.4,136.1,8.4
3143,sm,134.4,136.1,8.4
3144,bg,87.6,87.3,4.8
3145,bg,112.6,87.3,4.8
3146,bg,137.6,87.3,4.8
3147,bg,87.6,112.3,4.8
3148,bg,112.6,112.3,4.8
3149,bg,137.6,112.3,4.8
3150,bg,87.6,137.3,4.8
3151,bg,112.6,137.3,4.8
3152,bg,137.6,137.3,4.8
3153,bg,83.8,86.9,2.8
3154,bg,108.8,86.9,2.8
3155,bg,133.8,86.9,2.8
3156,bg,83.8,111.9,2.8
3157,bg,108.8,111.9,2.8
3158,bg,133.8,111.9,2.8
3159,bg,83.8,136.9,2.8
3160,bg,108.8,136.9,2.8
3161,bg,133.8,136.9,2.8
3162,bg,84.1,88.4,10.1
3163,bg,109.1,88.4,10.1
3164,bg,134.1,88.4,10.1
3165,bg,84.1,113.4,10.1
